tags,ave_area,x_min,median_aspect_ratio,max_aspect_ratio,publish_time,title,PWN,orientable,num_geometric_degenerated_faces,max_dihedral_angle,category,p25_aspect_ratio,num_complanar_intersecting_faces,total_area,ave_dihedral_angle,num_connected_components,p95_dihedral_angle,vertex_manifold,median_valance,license,max_valance,median_dihedral_angle,num_vertices,min_valance,stl_file,min_aspect_ratio,euler_characteristic,z_max,num_boundary_edges,x_max,thing_id,num_combinatorial_degenerated_faces,y_min,p25_area,p25_dihedral_angle,p75_aspect_ratio,p95_aspect_ratio,p90_area,edge_manifold,y_max,p90_aspect_ratio,subcategory,p75_valance,min_dihedral_angle,num_duplicated_faces,link,p25_valance,max_area,min_area,p95_area,solid,p90_valance,z_min,ave_valance,ave_aspect_ratio,p75_dihedral_angle,num_self_intersections,author,num_faces,p75_area,median_area,img_file,p90_dihedral_angle,json_file,p95_valance
"['christmas', 'christmas_tree', 'tree']",9.88733,0.09247767180204391,2.17179,77008300.0,2012-11-13T03:04:12,Christmas tree Jamboree 01 ,1,1,,2.60999,household,1.50545,,48250.2,0.671767,49,2.0425,1,5.0,Creative Commons - Attribution - Non-Commercial,19.0,0.472352,2538,3.0,98937.stl,1.00401,98,150.0,,1.762374997138977,34394,,-4.260491847991943,0.830903,8.14877e-06,5.7822,214.903,18.2994,1,-0.17110280692577362,31.2238,decor,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c9/c2/79/a5/ad/xtr4.stl,5.0,660.977,0.00170327,50.3634,,8.0,134.1949005126953,5.76832,51868.7,1.23449,292,cerberus333,4880,5.54239,1.84339,98937.png,1.47274,98937.json,9.0
"['2600', '3D', 'Atari', 'atariage', 'cart', 'cartridge', 'console', 'game', 'homebrew', 'housing', 'makerbot', 'pcb', 'retro', 'vcs', 'videogame']",13.2174,38.98775863647461,5.41625,518756.0,2012-05-17T13:48:08,Atari 2600 Cartridge Housing ,1,1,,1.67353,gadgets,1.62174,,23791.3,0.47213,1,1.57049,1,6.0,Creative Commons - Attribution,22.0,0.283924,900,3.0,70921.stl,1.00867,,10.413999557495117,,40.00279998779297,23216,,-48.2599983215332,0.059108,0.00107079,29.5189,296.407,19.3803,1,-47.963748931884766,100.749,video-games,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c9/cc/03/25/27/atari-case-bottom.stl,5.0,2955.61,0.000717458,44.268,1,8.0,1.9306139945983887,6.0,803.418,0.589305,,joegrand,1800,2.26028,0.566398,70921.png,1.55074,70921.json,9.0
"['apeture', 'gun', 'insane', 'portal', 'prop']",7.94872,-0.09432321786880493,1.56642,88769.1,2012-06-30T22:09:29,Full Scale Portal Gun ,1,1,,3.03909,models,1.29209,,21747.7,0.254066,1,1.57112,1,6.0,Creative Commons - Attribution - No Derivatives,39.0,0.0412169,1370,4.0,77943.stl,1.00186,2,-220.81365966796875,,2.3186264038085938,26027,,12.5147123336792,1.21622,0.00751947,6.54345,119.495,22.2822,1,12.88487720489502,27.3407,props,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/70/4b/68/61/57/Portal_Gun_White_Parts_Slice_1.stl,5.0,63.7105,1.60009e-06,30.4865,,7.0,-222.388916015625,5.99124,199.791,0.0813806,6,pleppik,2736,11.8042,3.13931,77943.png,1.56623,77943.json,7.0
"['captured', 'dragon', 'freeport', 'scan', 'statue']",0.209057,-26.016719818115234,1.1561,3530380.0,2012-08-04T22:26:00,Whoofle Magic Dragon ,1,1,,3.14159,models,1.05257,,15893.8,0.177489,1,0.467253,,6.0,Creative Commons - Attribution - Non-Commercial,15.0,0.129974,37988,3.0,83229.stl,1.0,-25,5.298843860626221,,-25.0622501373291,27969,,-8.183988571166992,0.0970195,0.0586064,1.39706,2.52975,0.391502,1,-7.485448837280273,1.87895,creatures,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/20/f5/fa/d0/45/Whoofle.stl,5.0,31.7545,3.92933e-05,0.531787,,8.0,4.77504301071167,6.00395,105.871,0.229454,142,craigmclark,76026,0.244624,0.154465,83229.png,0.35497,83229.json,8.0
"['3dprint', '3d_print', 'bracelet', 'flexible', 'Kinematics', 'rectangles', 'triangles']",0.234387,50.56699752807617,3.26369,2350490.0,2013-12-03T22:51:44,Kinematics @ Home bracelets ,1,1,,3.00625,fashion,1.46145,,23977.7,0.215918,54,1.5708,1,6.0,Creative Commons - Attribution - Non-Commercial,48.0,0.00613137,51198,3.0,366255.stl,1.00001,48,1.5,,54.44260025024414,195497,,18.760000228881836,0.0289238,0.000123286,4.98642,15.7398,0.558567,1,20.54559898376465,10.4288,bracelets,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/04/af/75/65/33/kinematicsBracelet_6.0in_miniTri.stl,5.0,14.4477,0.000652851,0.786501,1,7.0,1.5,5.99437,241.247,0.129047,,nervoussystem,102300,0.185359,0.0592532,366255.png,0.921996,366255.json,8.0
"['3D', 'Action_Figure', 'Competition', 'featured', 'grabcad', 'makerbot', 'Makerbot_Mini', 'robot', 'tansformers', 'transformer']",2.00649,35.56101989746094,1.45864,119602000.0,2011-09-26T12:05:53,MakerBot Mascot Transformer ,,1,,3.06941,None,1.20865,,115883.0,0.282967,19,1.5708,,6.0,Creative Commons - Attribution - Share Alike,73.0,0.0923174,28981,2.0,38558.stl,1.0,-28,0.6877660751342773,264,35.67171096801758,11919,,40.373661041259766,0.117357,2.01757e-05,5.99448,76.3958,2.38483,1,40.54534912109375,25.6418,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/88/7b/c9/92/7c/MakerBot_Transformer_Everything.STL,5.0,975.598,1.3014e-06,5.55604,,7.0,0.6080747246742249,5.98758,2642.36,0.166489,95,kir_ari,57754,0.491299,0.282028,38558.png,0.982905,38558.json,8.0
"['apps', 'design', 'etsy', 'evernote', 'facebook', 'Google', 'icon', 'icons', 'instagram', 'iOS', 'path', 'pinterest', 'Skype', 'spotify', 'testflight', 'twitter', 'vine']",4.23597,-20.555999755859375,1.80327,15477.4,2013-05-24T14:22:39,iOS App Icon Keychains ,1,1,,2.37491,fashion,1.37726,,3016.01,0.58062,1,1.5708,1,6.0,Creative Commons - Attribution,22.0,9.85382e-16,356,3.0,204959.stl,1.01306,,1.75,,-20.555999755859375,93320,,-14.0,0.553769,,4.12573,29.2107,6.52343,1,14.0,11.7962,keychains,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/fb/61/fb/5a/ff/Evernote.stl,5.0,441.014,0.0328631,14.9993,1,7.0,-0.0010000000474974513,6.0,35.6998,1.5708,,pixil3d,712,2.05319,1.00889,204959.png,1.5708,204959.json,10.0
"['gauge', 'measurement', 'radius', 'tool']",0.720288,12.337499618530273,5.23061,27973.5,2013-09-10T19:28:39,Radius Gauge ,1,1,,2.34722,tools,3.74912,,619.447,0.567096,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,25.0,0.0345839,430,4.0,289676.stl,1.00467,,3.0,,25.589752197265625,149026,,7.149785041809082,0.0505357,,10.7758,72.958,0.830159,1,10.360031127929688,30.6135,hand-tools,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/2a/89/d9/b0/77/RadiusGauge1_8in.STL,5.0,34.877,0.000294565,3.0,1,7.0,3.0,6.0,100.968,1.5708,,iamjonlawrence,860,0.653666,0.106204,289676.png,1.5708,289676.json,10.0
"['1to24scale', 'dollhouse', 'furniture', 'toscale']",0.243338,7.810935020446777,1.47144,6376900000.0,2012-01-05T10:39:04,Miniature Queen Anne End Tables ,1,1,,2.24724,None,1.22391,,2101.46,0.192044,1,1.53306,1,6.0,Attribution - Non-Commercial - Share Alike,18.0,0.0793412,4320,3.0,51009.stl,1.00017,2,1.7000010013580322,,8.956229209899902,15485,,2.7726991176605225,0.0231333,1.8661e-05,3.29172,42.0202,0.42518,1,3.6085429191589355,11.3838,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/87/96/17/9c/b0/QA_TblEnd_18x18x20_S.stl,5.0,55.3811,1.08266e-07,0.919402,1,7.0,1.7000010013580322,5.99722,2951350.0,0.176893,,PrettySmallThings,8636,0.0897986,0.0367772,51009.png,0.2898,51009.json,8.0
['inmoov'],2.79638,1.6760001182556152,1.50442,312.069,2012-09-17T18:18:40,Bicep for Robot InMoov ,1,1,,3.13973,hobby,1.29367,3,39099.0,0.105629,1,0.555961,,6.0,Creative Commons - Attribution - Non-Commercial,16.0,0.0115799,6987,3.0,92817.stl,1.00185,-4,2.996000051498413,,2.0880000591278076,30654,,-42.32200241088867,0.825509,0.00302692,3.16654,6.52375,4.68266,1,-41.194000244140625,5.97703,robotics,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/02/45/6f/78/b9/armtopcover1.stl,6.0,123.136,0.0108187,5.05919,,8.0,,6.00344,2.98717,0.0491569,10,Gael_Langevin,13982,3.8767,2.68095,92817.png,0.283244,92817.json,8.0
"['chainmail', 'flexible', 'FlexMesh', 'joint', 'mesh', 'metamaterial', 'snap']",0.238401,-17.073999404907227,1.30239,24317.4,2014-10-15T04:36:51,FlexMesh 2.1 Snap Together Flexible Chainmail Mesh ,1,,,1.93014,learning,1.22688,,60626.7,0.224093,144,1.14013,,6.0,Attribution - Non-Commercial - Share Alike,33.0,0.136475,127440,3.0,958470.stl,1.03831,289,0.25699999928474426,,-16.506999969482422,442571,2,-25.43400001525879,0.0602738,0.000179418,2.851,17.7802,0.463074,,-24.760000228881836,8.21457,engineering,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3f/09/ed/e5/ed/FlexMesh2.1Sub7-144.stl,5.0,11.4796,,0.604578,1,8.0,0.06499999761581421,5.98646,15.5852,0.215572,,neobobkrause,254306,0.26528,0.165197,958470.png,0.816353,958470.json,10.0
"['3D', 'game', 'geometry', 'hello_world', 'key', 'key_chain', 'maze', 'puzzle', 'riddle', 'small', 'star', 'star_of_david', 'test']",1.23292,55.77250671386719,9.33674,417272000000.0,2012-05-28T13:55:38,Northern Star Key Chain RIDDLE ,1,1,,2.09445,fashion,1.34722,,5099.34,0.29141,6,1.57039,1,6.0,Creative Commons - Attribution - Share Alike,24.0,0.105866,2078,3.0,72419.stl,1.00114,10,4.407946586608887,,79.2491226196289,23834,,48.717472076416016,0.00441869,0.000352697,93.3802,412.108,0.63164,1,56.520023345947266,213.463,keychains,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d8/43/27/6e/2a/Northern_star_riddle_keychain_set.STL,5.0,91.5888,3.00111e-07,0.978154,1,8.0,4.407944202423096,5.97113,100895000.0,0.265472,,huemorgan,4136,0.311917,0.029399,72419.png,1.11029,72419.json,9.0
"['15mm', 'board_game', 'game', 'miniature', 'pocket', 'Pocket_Tactics', 'RPG', 'strategy', 'tactics', 'TinkerCAD']",0.00737238,-6.236000061035156,3.69291,975311000000000.0,2012-07-23T15:42:48,Pocket-Tactics (Beta) ,1,,245,3.14159,toys-and-games,1.70189,1993,1114.2,0.257784,1,1.80449,,6.0,Attribution - Non-Commercial - No Derivatives,39.0,0.000368617,75509,3.0,81110.stl,-1037800000000000.0,43,3.000999927520752,,-4.879000186920166,27257,98,5.085000038146973,4.8019e-05,2.37174e-05,26.066,18883100.0,0.0132063,,6.570374011993408,857.647,games,7.0,,1,https://thingiverse-production-new.s3.amazonaws.com/assets/4f/42/1c/3e/a6/beaststalker15mm.stl,5.0,11.483,,0.0225494,,8.0,3.000999927520752,6.00188,72204000000.0,0.12276,6162,dutchmogul,151132,0.00442657,0.000766025,81110.png,1.14646,81110.json,9.0
"['chain', 'costume', 'featured', 'halloween', 'prop', 'saw']",14.9061,-48.53554153442383,6.66472,704959.0,2011-10-29T20:58:23,Ash&#039;s Chain Saw ,1,1,30,,models,6.66421,4854,72801.5,,2,,,6.0,Creative Commons - Attribution - Non-Commercial,18.0,,794,3.0,42237.stl,1.06292,3236,25.0,,-46.91341018676758,12977,,23.535539627075195,0.978938,,66.3827,1360.63,21.4716,,24.619400024414062,400.035,props,6.0,,1628,https://thingiverse-production-new.s3.amazonaws.com/assets/b6/c8/7a/42/de/Chainsaw_End.stl,5.0,770.0,,40.7597,,8.0,5.0,6.15113,683.176,,5349,Skimbal,4884,7.97743,1.2009,42237.png,,42237.json,9.0
"['challenge', 'mascot', 'featured', 'grabcad', 'makerbot_mascot_grabcad_challenge', 'tbuser']",1.38844,-12.029047012329102,1.29551,10762.6,2011-09-29T01:04:14,Makerbot Mascot ,1,1,,2.25756,None,1.23039,,3995.94,0.246752,1,1.5708,1,6.0,Creative Commons - Attribution - Non-Commercial,14.0,0.040702,1439,3.0,38638.stl,1.00899,,17.04372215270996,,-12.018411636352539,12005,,-2.8288307189941406,0.185908,1.06151e-06,2.85092,21.8269,5.84705,1,-2.7964773178100586,10.2932,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/da/df/0b/24/f4/eye_outside.STL,6.0,12.9059,4.91933e-05,7.91218,1,7.0,2.1501693725585938,6.0,26.9197,0.161282,,aylr,2878,0.913314,0.368102,38638.png,1.01988,38638.json,8.0
"['apeture', 'gun', 'insane', 'portal', 'prop']",1.88759,120.67546844482422,5.01803,20350.7,2012-06-30T22:09:29,Full Scale Portal Gun ,1,1,,2.29509,models,2.41049,,8905.67,0.473935,2,1.57227,1,6.0,Creative Commons - Attribution - No Derivatives,45.0,0.0835634,2361,3.0,77934.stl,1.00201,2,-108.49748229980469,,121.88324737548828,26027,,34.28865432739258,0.10292,1.62243e-05,13.8191,159.2,2.00703,1,34.9859619140625,33.2721,props,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/b4/4e/f7/a6/Portal_Gun_left_claw.stl,5.0,309.871,0.000553227,3.77975,1,6.0,-108.94390869140625,5.99492,51.9492,0.786362,,pleppik,4718,0.913001,0.357757,77934.png,1.5708,77934.json,7.0
"['4-8-8-4', 'Locomotive', 'railroad', 'scale_model', 'Steam_Locomotive', 'steam_train', 'Union_Pacific']",3.0829,86.22212982177734,10.352,1034840.0,2014-02-27T19:59:32,4-8-8-4 Big Boy Locomotive ,1,1,,1.5765,models,5.66294,,9365.86,0.524491,1,1.5708,1,5.0,Creative Commons - Attribution,60.0,,1511,4.0,472099.stl,1.00182,-8,4.233334064483643,,87.0966796875,259005,,62.561893463134766,0.444345,,42.1294,192.753,2.91002,1,64.32291412353516,103.45,vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/6e/74/c5/c0/76/Link_Support_Frame.STL,5.0,343.01,0.000202187,5.44445,1,7.0,4.233334064483643,6.03177,1277.19,1.5708,,MakerBot,3038,1.59853,0.765941,472099.png,1.5708,472099.json,9.0
"['New_Years_Eve', 'noisemaker', 'NYE']",2.7083,17.32990074157715,2.49152,2340.11,2013-12-26T19:46:42,Noisemaker ,1,1,,1.91102,toys-and-games,1.70929,,6402.43,0.34474,1,1.5708,1,6.0,Creative Commons - Attribution,41.0,0.104541,1184,3.0,400236.stl,1.0245,2,50.41400146484375,,17.474199295043945,213343,,62.26300048828125,0.0891871,1.81396e-06,8.06128,48.8434,2.75971,1,63.08340072631836,24.6119,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/07/e2/ff/d7/ee/Handle.stl,5.0,152.742,0.000423269,10.1632,1,7.0,41.29669952392578,5.98986,13.3288,0.174544,,MakerBot,2364,1.26973,0.103593,400236.png,1.5708,400236.json,8.0
"['makerbotspam', 'spam']",0.317922,15.684120178222656,1.57356,8.14073,2013-04-05T21:42:25,MakerBot OUYA Console Robodock ,1,1,,1.59506,gadgets,1.23899,,6158.14,0.0745416,2,0.0793982,1,6.0,Creative Commons - Attribution,12.0,0.017576,9689,4.0,163761.stl,1.00059,4,12.264850616455078,,17.095306396484375,67291,,15.448806762695312,0.180886,1.16394e-06,1.79961,3.74953,0.419392,1,15.448806762695312,3.22,video-games,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/45/4e/38/90/7d/Arms.stl,6.0,2.98589,0.0252148,0.637998,1,6.0,10.90190601348877,5.99752,1.94013,0.0510115,,MakerBot,19370,0.396289,0.29316,163761.png,0.0600861,163761.json,7.0
"['bathroom', 'featured', 'household', 'toilet', 'toilet_paper', 'toilet_paper_holder', 'useful', 'wall-mounted']",1.94605,-44.5749397277832,2.24369,520.965,2011-11-02T23:48:00,TP Holder ,1,1,,1.96042,household,1.39262,,30533.5,0.0738187,1,0.198394,1,6.0,Attribution - Non-Commercial - Share Alike,57.0,0.0124239,7841,3.0,43190.stl,1.00002,-4,4.591838836669922,,-44.5749397277832,13252,,-35.34817123413086,0.126443,0.00206558,3.39778,6.17423,6.22572,1,-30.248170852661133,4.91141,bathroom,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/4a/d5/12/02/ee/tp_right.stl,6.0,50.1331,4.40409e-05,8.21216,,7.0,3.808885097503662,6.00306,3.01631,0.0643748,,mikebattaglia,15690,1.59685,0.409815,43190.png,0.156753,43190.json,7.0
"['4-8-8-4', 'Locomotive', 'railroad', 'scale_model', 'Steam_Locomotive', 'steam_train', 'Union_Pacific']",0.821639,13.443178176879883,24.1118,1430.38,2014-02-27T19:59:32,4-8-8-4 Big Boy Locomotive ,1,1,,1.5708,models,7.59514,,930.095,0.53285,1,1.5708,1,5.0,Creative Commons - Attribution,59.0,0.0373961,568,4.0,472001.stl,7.26715,2,6.4793195724487305,,13.457292556762695,259005,,98.3826675415039,0.220374,,28.1736,73.3207,1.76895,1,112.43733215332031,39.5425,vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c9/de/21/60/0a/Engine_Truck_Spring_Replacement_-_Scaled.STL,5.0,1.76896,0.000814999,1.76895,1,7.0,6.227991580963135,5.97887,31.2074,1.5708,,MakerBot,1132,1.76895,0.443809,472001.png,1.5708,472001.json,7.0
"['3D', 'alphabet', 'blocks', 'cubes', 'name', 'sketchup', 'toy']",23.5257,-23.959035873413086,1.62939,9035.29,2012-10-24T16:33:32,Alphabet Cubes ,1,1,,1.71542,toys-and-games,1.22274,,22255.3,0.233605,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,21.0,0.129778,473,3.0,95410.stl,1.12004,,0.3349364995956421,,-23.356082916259766,33048,,-22.82073211669922,0.15005,1.57372e-13,22.5178,37.8514,25.0676,1,-22.378551483154297,34.7313,playsets,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d7/18/20/c8/73/blocks-B.stl,6.0,1012.5,0.00157527,69.105,,7.0,0.08518543094396591,6.0,94.2755,0.261799,,JO3RI,946,14.6529,0.205644,95410.png,0.261799,95410.json,7.0
"['gears', 'interactive', 'motion', 'snapfit', 'steam-punk', 'steampunk', 'steam_punk']",0.840083,-19.224821090698242,2.16288,2697340.0,2015-02-16T03:26:45,Steampunk cube gears ,1,1,,2.37484,art,1.4812,,6258.62,0.497753,1,1.85827,1,6.0,Creative Commons - Attribution - Share Alike,18.0,0.106982,3727,3.0,1099667.stl,1.00157,2,14.585000038146973,,-19.20800018310547,684376,,-5.838833808898926,0.0866408,1.15316e-05,4.85481,76.5054,1.55228,1,-4.941999912261963,24.8568,interactive-art,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/4f/70/a5/f3/98/steampunk_gear_cube_small_corner_1.stl,5.0,13.2124,3.85314e-07,3.18466,1,8.0,13.097000122070312,5.99678,1128.51,1.09315,,joefe,7450,0.947347,0.458339,1099667.png,1.5708,1099667.json,9.0
"['gauge', 'measurement', 'radius', 'tool']",2.58605,26.281801223754883,4.48998,136233.0,2013-09-10T19:28:39,Radius Gauge ,1,1,,2.35721,tools,3.08648,,3398.07,0.56174,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,26.0,0.0446432,657,4.0,343536.stl,1.02875,,3.0,,32.12773132324219,149026,,45.76540756225586,0.0720296,,9.01843,76.6268,4.41837,1,46.444969177246094,34.6675,hand-tools,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/32/75/de/7f/0f/RadiusGaugeRevA33.STL,5.0,89.8018,0.000366665,11.1462,1,7.0,3.0,6.0,148.872,1.5708,,iamjonlawrence,1314,0.93674,0.152285,343536.png,1.5708,343536.json,9.0
"['christmas', 'christmas_tree', 'tree']",19.2651,6.225996971130371,2.27933,12701100000000.0,2012-11-13T03:04:12,Christmas tree Jamboree 01 ,1,1,,2.09446,household,1.59519,,51784.5,0.722965,1,1.98033,1,6.0,Creative Commons - Attribution - Non-Commercial,35.0,0.460672,1346,3.0,98938.stl,1.0,2,121.9447021484375,,9.759337425231934,34394,,-9.805948257446289,4.08246,0.000259394,6.87038,55.2181,46.9771,1,-8.545388221740723,27.8126,decor,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/93/ff/0e/70/9f/xtr5.stl,5.0,247.184,2.52071e-07,66.5759,1,8.0,117.87960052490234,5.99108,4725110000.0,1.74406,,cerberus333,2688,24.235,10.6131,98938.png,1.90805,98938.json,9.0
"['22re', '4runner', '4wd', '4_wheel', '5_speed', 'Automatic', 'Clutch', 'gears', 'manual', 'pickup', 'toyota', 'transmission', 'w56']",0.652088,30.80105209350586,2.8926,3973650000000.0,2015-03-09T00:21:57,Working 5 speed transmission model for Toyota 22RE engine ,1,1,,2.76197,toys-and-games,1.58372,,44490.7,0.128195,1,0.282032,1,6.0,Creative Commons - Attribution - Non-Commercial,113.0,0.050698,34072,3.0,1146199.stl,1.00007,-42,89.20100402832031,,34.02245330810547,713815,,8.303047180175781,0.00571349,0.00605056,11.748,244.26,1.11045,1,9.029647827148438,89.1986,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/4d/82/fd/4e/65/Transmission_housing_3_-_Scaled.stl,5.0,119.502,2.44996e-07,2.39935,1,7.0,87.34110260009766,6.0074,109712000.0,0.125754,,ericthepoolboy,68228,0.227117,0.0397861,1146199.png,0.168236,1146199.json,8.0
"['Archimedean', 'christmas', 'christmas_ornament', 'geodesic', 'geometry', 'hexagon', 'holiday', 'icosahedron', 'MakerBotOrnaments', 'math', 'ornament', 'platonic', 'polyhedra', 'shape', 'snow', 'snowball', 'snowflake', 'winter', 'xmas']",0.433931,24.653179168701172,3.02513,95143800000.0,2013-11-28T21:05:01,Snowflake Icosahedron Ornament ,,,,3.14025,household,1.52104,,1729.65,0.575811,1,1.5708,,6.0,Creative Commons - Attribution - Share Alike,15.0,1.62648e-14,1995,3.0,360007.stl,1.0366,-1,0.7825046181678772,6,26.353179931640625,191925,,18.936140060424805,0.133265,,12.7609,201.577,0.986187,1,20.83614158630371,60.3004,decor,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/87/66/f8/47/snowflake_top.stl,5.0,4.55623,4.4706e-15,1.34521,,7.0,0.7825046181678772,5.99699,47817600.0,1.5708,107,pdragy,3986,0.55487,0.300926,360007.png,1.5708,360007.json,8.0
"['box', 'trinket']",0.0765952,-30.0,33.2502,423911.0,2012-11-14T18:03:37,Trinket boxes ,1,1,,2.78189,household,16.764,,10279.5,0.0185689,1,0.0252573,1,6.0,Creative Commons - Attribution,46.0,0.0169322,67105,4.0,99275.stl,1.20071,2,7.0,,-8.0,34516,,-4.0,0.00507793,0.000268392,34.8345,35.2511,0.0105761,1,-1.1429794827613748e-14,35.1992,containers,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/7c/a2/f4/2b/72/tboxlid3.stl,6.0,135.0,0.000196228,0.010616,1,6.0,6.0,5.99982,293.4,0.02446,,MakeALot,134206,0.010331,0.00531445,99275.png,0.0249436,99275.json,6.0
"['22re', '4wd', '4x4', '4_wheel_drive', 'gears', 'helical', 'manual', 'pickup', 'shifter', 'toyota', 'transfercase', 'transfer_case', 'transmission']",0.745639,-3.043201446533203,4.47603,151604.0,2015-05-23T02:58:20,Working Gear Driven 4WD Toyota Transfer Case Model ,1,1,,2.29903,toys-and-games,1.81124,,6108.27,0.156091,1,1.5692,1,6.0,Creative Commons - Attribution - Non-Commercial,31.0,0.06117,4092,3.0,1312953.stl,1.00456,-4,16.20969581604004,,-0.2566871643066406,824415,,-0.0747833251953125,0.00540975,0.00384891,10.4526,130.913,1.01778,1,2.9490432739257812,39.2036,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/96/9d/3a/eb/0a/Transfer_case_housing_2_-_Cover_-_Scaled.stl,5.0,451.081,1.67449e-07,2.53355,1,7.0,15.578092575073242,6.00587,101.011,0.146453,,ericthepoolboy,8192,0.112116,0.0215602,1312953.png,0.169728,1312953.json,8.0
"['barspin', 'Daniel_Noree', 'openrc', 'radiocontrolled', 'RC', 'RC_Car', 'TopSolid', 'touring_car']",0.148524,-0.4650000035762787,1.85195,140116.0,2013-05-02T17:34:59,OpenRC 1:10 4WD Touring Concept RC Car ,1,,,2.23364,hobby,1.38791,,1881.2,0.116261,1,0.203753,,6.0,Creative Commons - Attribution,44.0,0.0382827,6327,4.0,1458681.stl,1.00031,-2,-2.7100000381469727,,,83024,4,,0.0157982,0.00703823,3.70425,57.5685,0.41017,,2.0,25.7916,rc-vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/8a/ad/d2/97/0f/Rear_C-Hub.stl,5.0,40.7322,,0.707392,1,7.0,-2.75,6.00443,49.1246,0.0985927,,barspin,12666,0.0563475,0.0305863,1458681.png,0.195322,1458681.json,8.0
"['bones', 'cartilage', 'hammerhead', 'shark', 'skull']",0.112689,-45.2987060546875,1.32528,2693130.0,2013-08-09T18:32:21,Hammerhead Skull ,,,,3.14159,learning,1.14519,191,20770.1,0.0489951,1,0.153959,,6.0,Creative Commons - Attribution - Share Alike,45.0,0.0153185,91931,2.0,263998.stl,1.0,-207,87.99235534667969,605,-45.026947021484375,130388,24,-0.30401611328125,0.0374746,0.00693659,1.76302,3.73387,0.225427,,0.186676025390625,2.65416,biology,7.0,,50,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/e3/71/77/64/RTWing.stl,5.0,46.6818,,0.305493,,7.0,85.90971374511719,6.01432,51.6601,0.0319327,2013,MakerBot,184313,0.129211,0.0698396,263998.png,0.0764935,263998.json,8.0
,60.0702,-6.7499918937683105,3.65067,1035.71,2011-12-01T22:59:23,Necklace Holder ,1,1,2,1.7017,None,1.96369,3,36282.4,0.575319,1,1.5708,1,6.0,Public Domain,12.0,,288,4.0,46526.stl,1.0232,-14,5.0,,-6.5199971199035645,14189,,-1.7470289468765259,14.5305,,8.78501,60.164,163.29,1,1.7470289468765259,29.0966,None,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f2/ed/79/a4/7f/Necklace_bottom.stl,5.0,450.0,,175.677,,8.0,5.0,6.29167,20.3165,1.5708,8,foxdewayne,604,58.7368,39.6026,46526.png,1.5708,46526.json,9.0
"['3D', 'buldozer', 'mech', 'mechanical', 'model', 'motor', 'PLA', 'Radio_Control', 'RC', 'robotics', 'tank', 'tech', 'toy']",457.538,-29.0,11.0802,15.3656,2012-01-19T17:45:48,RC printed Buldozer ,1,1,,1.8326,hobby,1.24664,,5490.45,1.0472,1,1.63625,1,4.5,Creative Commons - Attribution - Share Alike,5.0,1.5708,8,4.0,53429.stl,1.24402,2,2.0,,28.464099884033203,16234,,-22.0,45.5522,,14.6627,15.2102,1274.82,1,-22.0,15.0512,rc-vehicles,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f9/67/8a/b3/86/capot.stl,4.0,1276.0,44.0,1276.0,1,5.0,,4.5,9.09526,1.5708,,crazytiti,12,1264.21,57.7321,53429.png,1.5708,53429.json,5.0
