category,dataset,model,binvox,dimension,x_rotations,z_rotations
bathtub,test,bathtub_0137.off,bathtub_0137_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0137.off,bathtub_0137_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0137.off,bathtub_0137_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0137.off,bathtub_0137_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0137.off,bathtub_0137_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0137.off,bathtub_0137_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0137.off,bathtub_0137_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0137.off,bathtub_0137_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0137.off,bathtub_0137_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0137.off,bathtub_0137_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0137.off,bathtub_0137_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0137.off,bathtub_0137_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0107.off,bathtub_0107_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0107.off,bathtub_0107_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0107.off,bathtub_0107_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0107.off,bathtub_0107_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0107.off,bathtub_0107_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0107.off,bathtub_0107_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0107.off,bathtub_0107_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0107.off,bathtub_0107_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0107.off,bathtub_0107_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0107.off,bathtub_0107_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0107.off,bathtub_0107_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0107.off,bathtub_0107_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0107.off,bathtub_0107_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0107.off,bathtub_0107_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0107.off,bathtub_0107_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0107.off,bathtub_0107_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0113.off,bathtub_0113_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0113.off,bathtub_0113_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0113.off,bathtub_0113_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0113.off,bathtub_0113_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0113.off,bathtub_0113_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0113.off,bathtub_0113_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0113.off,bathtub_0113_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0113.off,bathtub_0113_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0113.off,bathtub_0113_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0113.off,bathtub_0113_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0113.off,bathtub_0113_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0113.off,bathtub_0113_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0113.off,bathtub_0113_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0113.off,bathtub_0113_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0113.off,bathtub_0113_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0113.off,bathtub_0113_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0139.off,bathtub_0139_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0139.off,bathtub_0139_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0139.off,bathtub_0139_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0139.off,bathtub_0139_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0139.off,bathtub_0139_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0139.off,bathtub_0139_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0139.off,bathtub_0139_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0139.off,bathtub_0139_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0139.off,bathtub_0139_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0139.off,bathtub_0139_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0139.off,bathtub_0139_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0139.off,bathtub_0139_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0139.off,bathtub_0139_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0139.off,bathtub_0139_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0139.off,bathtub_0139_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0139.off,bathtub_0139_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0145.off,bathtub_0145_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0145.off,bathtub_0145_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0145.off,bathtub_0145_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0145.off,bathtub_0145_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0145.off,bathtub_0145_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0145.off,bathtub_0145_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0145.off,bathtub_0145_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0145.off,bathtub_0145_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0145.off,bathtub_0145_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0145.off,bathtub_0145_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0145.off,bathtub_0145_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0145.off,bathtub_0145_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0145.off,bathtub_0145_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0145.off,bathtub_0145_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0145.off,bathtub_0145_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0145.off,bathtub_0145_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0108.off,bathtub_0108_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0108.off,bathtub_0108_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0108.off,bathtub_0108_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0108.off,bathtub_0108_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0108.off,bathtub_0108_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0108.off,bathtub_0108_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0108.off,bathtub_0108_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0108.off,bathtub_0108_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0108.off,bathtub_0108_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0108.off,bathtub_0108_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0108.off,bathtub_0108_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0108.off,bathtub_0108_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0108.off,bathtub_0108_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0108.off,bathtub_0108_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0108.off,bathtub_0108_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0108.off,bathtub_0108_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0119.off,bathtub_0119_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0119.off,bathtub_0119_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0119.off,bathtub_0119_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0119.off,bathtub_0119_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0119.off,bathtub_0119_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0119.off,bathtub_0119_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0119.off,bathtub_0119_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0119.off,bathtub_0119_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0119.off,bathtub_0119_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0119.off,bathtub_0119_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0119.off,bathtub_0119_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0119.off,bathtub_0119_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0119.off,bathtub_0119_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0119.off,bathtub_0119_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0119.off,bathtub_0119_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0119.off,bathtub_0119_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0127.off,bathtub_0127_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0127.off,bathtub_0127_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0127.off,bathtub_0127_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0127.off,bathtub_0127_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0127.off,bathtub_0127_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0127.off,bathtub_0127_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0127.off,bathtub_0127_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0127.off,bathtub_0127_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0127.off,bathtub_0127_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0127.off,bathtub_0127_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0127.off,bathtub_0127_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0127.off,bathtub_0127_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0127.off,bathtub_0127_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0127.off,bathtub_0127_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0127.off,bathtub_0127_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0127.off,bathtub_0127_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0148.off,bathtub_0148_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0148.off,bathtub_0148_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0148.off,bathtub_0148_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0148.off,bathtub_0148_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0148.off,bathtub_0148_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0148.off,bathtub_0148_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0148.off,bathtub_0148_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0148.off,bathtub_0148_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0148.off,bathtub_0148_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0148.off,bathtub_0148_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0148.off,bathtub_0148_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0148.off,bathtub_0148_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0148.off,bathtub_0148_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0148.off,bathtub_0148_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0148.off,bathtub_0148_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0148.off,bathtub_0148_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0152.off,bathtub_0152_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0152.off,bathtub_0152_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0152.off,bathtub_0152_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0152.off,bathtub_0152_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0152.off,bathtub_0152_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0152.off,bathtub_0152_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0152.off,bathtub_0152_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0152.off,bathtub_0152_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0152.off,bathtub_0152_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0152.off,bathtub_0152_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0152.off,bathtub_0152_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0152.off,bathtub_0152_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0152.off,bathtub_0152_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0152.off,bathtub_0152_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0152.off,bathtub_0152_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0152.off,bathtub_0152_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0130.off,bathtub_0130_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0130.off,bathtub_0130_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0130.off,bathtub_0130_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0130.off,bathtub_0130_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0130.off,bathtub_0130_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0130.off,bathtub_0130_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0130.off,bathtub_0130_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0130.off,bathtub_0130_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0130.off,bathtub_0130_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0130.off,bathtub_0130_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0130.off,bathtub_0130_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0130.off,bathtub_0130_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0130.off,bathtub_0130_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0130.off,bathtub_0130_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0130.off,bathtub_0130_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0130.off,bathtub_0130_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0156.off,bathtub_0156_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0156.off,bathtub_0156_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0156.off,bathtub_0156_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0156.off,bathtub_0156_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0156.off,bathtub_0156_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0156.off,bathtub_0156_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0156.off,bathtub_0156_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0156.off,bathtub_0156_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0156.off,bathtub_0156_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0156.off,bathtub_0156_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0156.off,bathtub_0156_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0156.off,bathtub_0156_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0156.off,bathtub_0156_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0156.off,bathtub_0156_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0156.off,bathtub_0156_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0156.off,bathtub_0156_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0150.off,bathtub_0150_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0150.off,bathtub_0150_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0150.off,bathtub_0150_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0150.off,bathtub_0150_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0150.off,bathtub_0150_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0150.off,bathtub_0150_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0150.off,bathtub_0150_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0150.off,bathtub_0150_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0150.off,bathtub_0150_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0150.off,bathtub_0150_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0150.off,bathtub_0150_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0150.off,bathtub_0150_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0150.off,bathtub_0150_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0150.off,bathtub_0150_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0150.off,bathtub_0150_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0150.off,bathtub_0150_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0141.off,bathtub_0141_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0141.off,bathtub_0141_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0141.off,bathtub_0141_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0141.off,bathtub_0141_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0141.off,bathtub_0141_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0141.off,bathtub_0141_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0141.off,bathtub_0141_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0141.off,bathtub_0141_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0141.off,bathtub_0141_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0141.off,bathtub_0141_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0141.off,bathtub_0141_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0141.off,bathtub_0141_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0141.off,bathtub_0141_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0141.off,bathtub_0141_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0141.off,bathtub_0141_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0141.off,bathtub_0141_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0110.off,bathtub_0110_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0110.off,bathtub_0110_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0110.off,bathtub_0110_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0110.off,bathtub_0110_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0110.off,bathtub_0110_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0110.off,bathtub_0110_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0110.off,bathtub_0110_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0110.off,bathtub_0110_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0110.off,bathtub_0110_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0110.off,bathtub_0110_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0110.off,bathtub_0110_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0110.off,bathtub_0110_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0110.off,bathtub_0110_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0110.off,bathtub_0110_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0110.off,bathtub_0110_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0110.off,bathtub_0110_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0140.off,bathtub_0140_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0140.off,bathtub_0140_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0140.off,bathtub_0140_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0140.off,bathtub_0140_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0140.off,bathtub_0140_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0140.off,bathtub_0140_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0140.off,bathtub_0140_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0140.off,bathtub_0140_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0140.off,bathtub_0140_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0140.off,bathtub_0140_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0140.off,bathtub_0140_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0140.off,bathtub_0140_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0140.off,bathtub_0140_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0140.off,bathtub_0140_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0140.off,bathtub_0140_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0140.off,bathtub_0140_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0138.off,bathtub_0138_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0138.off,bathtub_0138_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0138.off,bathtub_0138_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0138.off,bathtub_0138_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0138.off,bathtub_0138_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0138.off,bathtub_0138_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0138.off,bathtub_0138_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0138.off,bathtub_0138_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0138.off,bathtub_0138_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0138.off,bathtub_0138_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0138.off,bathtub_0138_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0138.off,bathtub_0138_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0138.off,bathtub_0138_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0138.off,bathtub_0138_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0138.off,bathtub_0138_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0138.off,bathtub_0138_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0146.off,bathtub_0146_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0146.off,bathtub_0146_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0146.off,bathtub_0146_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0146.off,bathtub_0146_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0146.off,bathtub_0146_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0146.off,bathtub_0146_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0146.off,bathtub_0146_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0146.off,bathtub_0146_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0146.off,bathtub_0146_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0146.off,bathtub_0146_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0146.off,bathtub_0146_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0146.off,bathtub_0146_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0146.off,bathtub_0146_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0146.off,bathtub_0146_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0146.off,bathtub_0146_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0146.off,bathtub_0146_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0154.off,bathtub_0154_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0154.off,bathtub_0154_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0154.off,bathtub_0154_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0154.off,bathtub_0154_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0154.off,bathtub_0154_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0154.off,bathtub_0154_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0154.off,bathtub_0154_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0154.off,bathtub_0154_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0154.off,bathtub_0154_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0154.off,bathtub_0154_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0154.off,bathtub_0154_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0154.off,bathtub_0154_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0154.off,bathtub_0154_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0154.off,bathtub_0154_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0154.off,bathtub_0154_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0154.off,bathtub_0154_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0147.off,bathtub_0147_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0147.off,bathtub_0147_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0147.off,bathtub_0147_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0147.off,bathtub_0147_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0147.off,bathtub_0147_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0147.off,bathtub_0147_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0147.off,bathtub_0147_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0147.off,bathtub_0147_32_x1_z3.binvox,32,1,3
bathtub,test,bathtub_0147.off,bathtub_0147_32_x2_z0.binvox,32,2,0
bathtub,test,bathtub_0147.off,bathtub_0147_32_x2_z1.binvox,32,2,1
bathtub,test,bathtub_0147.off,bathtub_0147_32_x2_z2.binvox,32,2,2
bathtub,test,bathtub_0147.off,bathtub_0147_32_x2_z3.binvox,32,2,3
bathtub,test,bathtub_0147.off,bathtub_0147_32_x3_z0.binvox,32,3,0
bathtub,test,bathtub_0147.off,bathtub_0147_32_x3_z1.binvox,32,3,1
bathtub,test,bathtub_0147.off,bathtub_0147_32_x3_z2.binvox,32,3,2
bathtub,test,bathtub_0147.off,bathtub_0147_32_x3_z3.binvox,32,3,3
bathtub,test,bathtub_0126.off,bathtub_0126_32_x0_z0.binvox,32,0,0
bathtub,test,bathtub_0126.off,bathtub_0126_32_x0_z1.binvox,32,0,1
bathtub,test,bathtub_0126.off,bathtub_0126_32_x0_z2.binvox,32,0,2
bathtub,test,bathtub_0126.off,bathtub_0126_32_x0_z3.binvox,32,0,3
bathtub,test,bathtub_0126.off,bathtub_0126_32_x1_z0.binvox,32,1,0
bathtub,test,bathtub_0126.off,bathtub_0126_32_x1_z1.binvox,32,1,1
bathtub,test,bathtub_0126.off,bathtub_0126_32_x1_z2.binvox,32,1,2
bathtub,test,bathtub_0126.off,bathtub_0126_32_x1_z3.binvox,32,1,3
