category,dataset,model,binvox,dimension,x_rotations,z_rotations
sofa,train,sofa_0184.off,sofa_0184_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0184.off,sofa_0184_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0184.off,sofa_0184_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0380.off,sofa_0380_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0380.off,sofa_0380_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0380.off,sofa_0380_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0380.off,sofa_0380_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0380.off,sofa_0380_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0380.off,sofa_0380_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0380.off,sofa_0380_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0380.off,sofa_0380_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0380.off,sofa_0380_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0380.off,sofa_0380_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0380.off,sofa_0380_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0380.off,sofa_0380_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0380.off,sofa_0380_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0380.off,sofa_0380_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0380.off,sofa_0380_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0380.off,sofa_0380_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0252.off,sofa_0252_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0252.off,sofa_0252_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0252.off,sofa_0252_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0252.off,sofa_0252_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0252.off,sofa_0252_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0252.off,sofa_0252_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0252.off,sofa_0252_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0252.off,sofa_0252_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0252.off,sofa_0252_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0252.off,sofa_0252_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0252.off,sofa_0252_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0252.off,sofa_0252_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0252.off,sofa_0252_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0252.off,sofa_0252_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0252.off,sofa_0252_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0252.off,sofa_0252_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0623.off,sofa_0623_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0623.off,sofa_0623_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0623.off,sofa_0623_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0623.off,sofa_0623_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0623.off,sofa_0623_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0623.off,sofa_0623_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0623.off,sofa_0623_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0623.off,sofa_0623_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0623.off,sofa_0623_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0623.off,sofa_0623_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0623.off,sofa_0623_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0623.off,sofa_0623_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0623.off,sofa_0623_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0623.off,sofa_0623_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0623.off,sofa_0623_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0623.off,sofa_0623_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0404.off,sofa_0404_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0404.off,sofa_0404_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0404.off,sofa_0404_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0404.off,sofa_0404_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0404.off,sofa_0404_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0404.off,sofa_0404_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0404.off,sofa_0404_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0404.off,sofa_0404_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0404.off,sofa_0404_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0404.off,sofa_0404_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0404.off,sofa_0404_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0404.off,sofa_0404_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0404.off,sofa_0404_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0404.off,sofa_0404_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0404.off,sofa_0404_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0404.off,sofa_0404_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0235.off,sofa_0235_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0235.off,sofa_0235_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0235.off,sofa_0235_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0235.off,sofa_0235_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0235.off,sofa_0235_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0235.off,sofa_0235_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0235.off,sofa_0235_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0235.off,sofa_0235_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0235.off,sofa_0235_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0235.off,sofa_0235_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0235.off,sofa_0235_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0235.off,sofa_0235_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0235.off,sofa_0235_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0235.off,sofa_0235_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0235.off,sofa_0235_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0235.off,sofa_0235_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0472.off,sofa_0472_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0472.off,sofa_0472_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0472.off,sofa_0472_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0472.off,sofa_0472_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0472.off,sofa_0472_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0472.off,sofa_0472_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0472.off,sofa_0472_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0472.off,sofa_0472_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0472.off,sofa_0472_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0472.off,sofa_0472_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0472.off,sofa_0472_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0472.off,sofa_0472_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0472.off,sofa_0472_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0472.off,sofa_0472_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0472.off,sofa_0472_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0472.off,sofa_0472_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0278.off,sofa_0278_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0278.off,sofa_0278_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0278.off,sofa_0278_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0278.off,sofa_0278_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0278.off,sofa_0278_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0278.off,sofa_0278_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0278.off,sofa_0278_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0278.off,sofa_0278_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0278.off,sofa_0278_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0278.off,sofa_0278_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0278.off,sofa_0278_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0278.off,sofa_0278_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0278.off,sofa_0278_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0278.off,sofa_0278_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0278.off,sofa_0278_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0278.off,sofa_0278_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0245.off,sofa_0245_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0245.off,sofa_0245_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0245.off,sofa_0245_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0245.off,sofa_0245_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0245.off,sofa_0245_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0245.off,sofa_0245_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0245.off,sofa_0245_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0245.off,sofa_0245_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0245.off,sofa_0245_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0245.off,sofa_0245_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0245.off,sofa_0245_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0245.off,sofa_0245_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0245.off,sofa_0245_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0245.off,sofa_0245_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0245.off,sofa_0245_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0245.off,sofa_0245_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0179.off,sofa_0179_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0179.off,sofa_0179_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0179.off,sofa_0179_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0179.off,sofa_0179_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0179.off,sofa_0179_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0179.off,sofa_0179_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0179.off,sofa_0179_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0179.off,sofa_0179_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0179.off,sofa_0179_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0179.off,sofa_0179_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0179.off,sofa_0179_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0179.off,sofa_0179_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0179.off,sofa_0179_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0179.off,sofa_0179_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0179.off,sofa_0179_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0179.off,sofa_0179_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0412.off,sofa_0412_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0412.off,sofa_0412_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0412.off,sofa_0412_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0412.off,sofa_0412_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0412.off,sofa_0412_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0412.off,sofa_0412_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0412.off,sofa_0412_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0412.off,sofa_0412_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0412.off,sofa_0412_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0412.off,sofa_0412_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0412.off,sofa_0412_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0412.off,sofa_0412_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0412.off,sofa_0412_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0412.off,sofa_0412_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0412.off,sofa_0412_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0412.off,sofa_0412_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0471.off,sofa_0471_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0471.off,sofa_0471_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0471.off,sofa_0471_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0471.off,sofa_0471_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0471.off,sofa_0471_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0471.off,sofa_0471_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0471.off,sofa_0471_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0471.off,sofa_0471_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0471.off,sofa_0471_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0471.off,sofa_0471_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0471.off,sofa_0471_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0471.off,sofa_0471_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0471.off,sofa_0471_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0471.off,sofa_0471_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0471.off,sofa_0471_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0471.off,sofa_0471_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0413.off,sofa_0413_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0413.off,sofa_0413_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0413.off,sofa_0413_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0413.off,sofa_0413_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0413.off,sofa_0413_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0413.off,sofa_0413_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0413.off,sofa_0413_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0413.off,sofa_0413_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0413.off,sofa_0413_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0413.off,sofa_0413_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0413.off,sofa_0413_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0413.off,sofa_0413_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0413.off,sofa_0413_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0413.off,sofa_0413_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0413.off,sofa_0413_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0413.off,sofa_0413_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0180.off,sofa_0180_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0180.off,sofa_0180_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0180.off,sofa_0180_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0180.off,sofa_0180_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0180.off,sofa_0180_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0180.off,sofa_0180_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0180.off,sofa_0180_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0180.off,sofa_0180_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0180.off,sofa_0180_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0180.off,sofa_0180_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0180.off,sofa_0180_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0180.off,sofa_0180_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0180.off,sofa_0180_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0180.off,sofa_0180_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0180.off,sofa_0180_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0180.off,sofa_0180_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0331.off,sofa_0331_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0331.off,sofa_0331_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0331.off,sofa_0331_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0331.off,sofa_0331_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0331.off,sofa_0331_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0331.off,sofa_0331_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0331.off,sofa_0331_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0331.off,sofa_0331_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0331.off,sofa_0331_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0331.off,sofa_0331_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0331.off,sofa_0331_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0331.off,sofa_0331_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0331.off,sofa_0331_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0331.off,sofa_0331_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0331.off,sofa_0331_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0331.off,sofa_0331_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0485.off,sofa_0485_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0485.off,sofa_0485_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0485.off,sofa_0485_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0485.off,sofa_0485_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0485.off,sofa_0485_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0485.off,sofa_0485_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0485.off,sofa_0485_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0485.off,sofa_0485_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0485.off,sofa_0485_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0485.off,sofa_0485_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0485.off,sofa_0485_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0485.off,sofa_0485_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0485.off,sofa_0485_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0485.off,sofa_0485_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0485.off,sofa_0485_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0485.off,sofa_0485_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0416.off,sofa_0416_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0416.off,sofa_0416_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0416.off,sofa_0416_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0416.off,sofa_0416_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0416.off,sofa_0416_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0416.off,sofa_0416_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0416.off,sofa_0416_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0416.off,sofa_0416_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0416.off,sofa_0416_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0416.off,sofa_0416_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0416.off,sofa_0416_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0416.off,sofa_0416_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0416.off,sofa_0416_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0416.off,sofa_0416_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0416.off,sofa_0416_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0416.off,sofa_0416_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0494.off,sofa_0494_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0494.off,sofa_0494_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0494.off,sofa_0494_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0494.off,sofa_0494_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0494.off,sofa_0494_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0494.off,sofa_0494_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0494.off,sofa_0494_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0494.off,sofa_0494_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0494.off,sofa_0494_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0494.off,sofa_0494_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0494.off,sofa_0494_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0494.off,sofa_0494_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0494.off,sofa_0494_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0494.off,sofa_0494_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0494.off,sofa_0494_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0494.off,sofa_0494_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0463.off,sofa_0463_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0463.off,sofa_0463_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0463.off,sofa_0463_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0463.off,sofa_0463_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0463.off,sofa_0463_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0463.off,sofa_0463_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0463.off,sofa_0463_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0463.off,sofa_0463_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0463.off,sofa_0463_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0463.off,sofa_0463_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0463.off,sofa_0463_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0463.off,sofa_0463_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0463.off,sofa_0463_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0463.off,sofa_0463_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0463.off,sofa_0463_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0463.off,sofa_0463_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0668.off,sofa_0668_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0668.off,sofa_0668_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0668.off,sofa_0668_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0668.off,sofa_0668_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0668.off,sofa_0668_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0668.off,sofa_0668_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0668.off,sofa_0668_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0668.off,sofa_0668_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0668.off,sofa_0668_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0668.off,sofa_0668_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0668.off,sofa_0668_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0668.off,sofa_0668_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0668.off,sofa_0668_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0668.off,sofa_0668_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0668.off,sofa_0668_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0668.off,sofa_0668_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0074.off,sofa_0074_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0074.off,sofa_0074_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0074.off,sofa_0074_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0074.off,sofa_0074_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0074.off,sofa_0074_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0074.off,sofa_0074_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0074.off,sofa_0074_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0074.off,sofa_0074_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0074.off,sofa_0074_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0074.off,sofa_0074_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0074.off,sofa_0074_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0074.off,sofa_0074_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0074.off,sofa_0074_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0074.off,sofa_0074_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0074.off,sofa_0074_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0074.off,sofa_0074_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0555.off,sofa_0555_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0555.off,sofa_0555_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0555.off,sofa_0555_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0555.off,sofa_0555_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0555.off,sofa_0555_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0555.off,sofa_0555_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0555.off,sofa_0555_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0555.off,sofa_0555_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0555.off,sofa_0555_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0555.off,sofa_0555_32_x2_z1.binvox,32,2,1
sofa,train,sofa_0555.off,sofa_0555_32_x2_z2.binvox,32,2,2
sofa,train,sofa_0555.off,sofa_0555_32_x2_z3.binvox,32,2,3
sofa,train,sofa_0555.off,sofa_0555_32_x3_z0.binvox,32,3,0
sofa,train,sofa_0555.off,sofa_0555_32_x3_z1.binvox,32,3,1
sofa,train,sofa_0555.off,sofa_0555_32_x3_z2.binvox,32,3,2
sofa,train,sofa_0555.off,sofa_0555_32_x3_z3.binvox,32,3,3
sofa,train,sofa_0072.off,sofa_0072_32_x0_z0.binvox,32,0,0
sofa,train,sofa_0072.off,sofa_0072_32_x0_z1.binvox,32,0,1
sofa,train,sofa_0072.off,sofa_0072_32_x0_z2.binvox,32,0,2
sofa,train,sofa_0072.off,sofa_0072_32_x0_z3.binvox,32,0,3
sofa,train,sofa_0072.off,sofa_0072_32_x1_z0.binvox,32,1,0
sofa,train,sofa_0072.off,sofa_0072_32_x1_z1.binvox,32,1,1
sofa,train,sofa_0072.off,sofa_0072_32_x1_z2.binvox,32,1,2
sofa,train,sofa_0072.off,sofa_0072_32_x1_z3.binvox,32,1,3
sofa,train,sofa_0072.off,sofa_0072_32_x2_z0.binvox,32,2,0
sofa,train,sofa_0072.off,sofa_0072_32_x2_z1.binvox,32,2,1
