category,dataset,model,binvox,dimension,x_rotations,z_rotations,max,min,mean,loss
bed,train,bed_0061.off,bed_0061_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.17375281,0.0043776613
bed,train,bed_0306.off,bed_0306_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.1510105,0.003728076
bed,train,bed_0432.off,bed_0432_32_x0_z0.binvox,32,0,0,1.0,0.0,0.14833036,0.0033911723
bed,train,bed_0339.off,bed_0339_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.25389212,0.0077424846
bed,train,bed_0248.off,bed_0248_32_x0_z0.binvox,32,0,0,0.99999535,0.0,0.14061072,0.004932546
bed,train,bed_0021.off,bed_0021_32_x0_z0.binvox,32,0,0,0.9999906,0.0,0.06963587,0.0020875393
bed,train,bed_0255.off,bed_0255_32_x0_z0.binvox,32,0,0,0.99998665,0.0,0.07441713,0.002438692
bed,train,bed_0043.off,bed_0043_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.11810995,0.0021322572
bed,train,bed_0473.off,bed_0473_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.16428623,0.004277119
bed,train,bed_0309.off,bed_0309_32_x0_z0.binvox,32,0,0,1.0,0.0,0.17656213,0.0032271377
bed,train,bed_0314.off,bed_0314_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.14665219,0.0015088338
bed,train,bed_0240.off,bed_0240_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.1034348,0.002155028
bed,train,bed_0198.off,bed_0198_32_x0_z0.binvox,32,0,0,0.999974,0.0,0.06295552,0.0019081826
bed,train,bed_0087.off,bed_0087_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.110837445,0.0014535242
bed,train,bed_0292.off,bed_0292_32_x0_z0.binvox,32,0,0,0.9995079,0.0,0.10961432,0.0058121867
bed,train,bed_0160.off,bed_0160_32_x0_z0.binvox,32,0,0,1.0,0.0,0.14319578,0.0031760475
bed,train,bed_0107.off,bed_0107_32_x0_z0.binvox,32,0,0,0.999064,0.0,0.13397366,0.0069806883
bed,train,bed_0502.off,bed_0502_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.2706929,0.005051629
bed,train,bed_0202.off,bed_0202_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.13258195,0.0032751826
bed,train,bed_0105.off,bed_0105_32_x0_z0.binvox,32,0,0,0.99999595,0.0,0.13112792,0.0023888394
bed,train,bed_0154.off,bed_0154_32_x0_z0.binvox,32,0,0,1.0,0.0,0.29047522,0.004889519
bed,train,bed_0366.off,bed_0366_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.2922532,0.006351555
bed,train,bed_0391.off,bed_0391_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.22908306,0.0034068744
bed,train,bed_0257.off,bed_0257_32_x0_z0.binvox,32,0,0,0.99655885,0.0,0.06254543,0.0030301735
bed,train,bed_0318.off,bed_0318_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.19861634,0.0019602247
bed,train,bed_0310.off,bed_0310_32_x0_z0.binvox,32,0,0,0.9961558,0.0,0.033046454,0.001434613
bed,train,bed_0494.off,bed_0494_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.12739694,0.0019433962
bed,train,bed_0096.off,bed_0096_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.1075391,0.0034658217
bed,train,bed_0071.off,bed_0071_32_x0_z0.binvox,32,0,0,1.0,0.0,0.13184719,0.0023575732
bed,train,bed_0074.off,bed_0074_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.12795933,0.0036994216
bed,train,bed_0439.off,bed_0439_32_x0_z0.binvox,32,0,0,0.99998784,0.0,0.06951727,0.0027777723
bed,train,bed_0034.off,bed_0034_32_x0_z0.binvox,32,0,0,0.99999607,0.0,0.098603025,0.0034200577
bed,train,bed_0373.off,bed_0373_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.13716991,0.0027580976
bed,train,bed_0124.off,bed_0124_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.3037554,0.0045078457
bed,train,bed_0313.off,bed_0313_32_x0_z0.binvox,32,0,0,0.99983037,0.0,0.10598037,0.003921567
bed,train,bed_0394.off,bed_0394_32_x0_z0.binvox,32,0,0,0.9999976,0.0,0.058343057,0.0010846595
bed,train,bed_0038.off,bed_0038_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.20088394,0.005361592
bed,train,bed_0368.off,bed_0368_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.28847194,0.0051224097
bed,train,bed_0217.off,bed_0217_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.0937393,0.0020411299
bed,train,bed_0500.off,bed_0500_32_x0_z0.binvox,32,0,0,0.99999845,0.0,0.27315104,0.009710586
bed,train,bed_0512.off,bed_0512_32_x0_z0.binvox,32,0,0,0.99996626,0.0,0.100346014,0.0021799929
bed,train,bed_0466.off,bed_0466_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.29532784,0.008410343
bed,train,bed_0100.off,bed_0100_32_x0_z0.binvox,32,0,0,0.99999,0.0,0.098726645,0.0024397485
bed,train,bed_0425.off,bed_0425_32_x0_z0.binvox,32,0,0,1.0,0.0,0.25982013,0.0040432275
bed,train,bed_0419.off,bed_0419_32_x0_z0.binvox,32,0,0,1.0,0.0,0.11724264,0.001504089
bed,train,bed_0479.off,bed_0479_32_x0_z0.binvox,32,0,0,0.99975055,0.0,0.09160731,0.0045874873
bed,train,bed_0342.off,bed_0342_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.19982326,0.0017302467
bed,train,bed_0395.off,bed_0395_32_x0_z0.binvox,32,0,0,0.99958676,0.0,0.049686227,0.0022801536
bed,train,bed_0336.off,bed_0336_32_x0_z0.binvox,32,0,0,0.9999827,0.0,0.111328736,0.004273561
bed,train,bed_0052.off,bed_0052_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.1490043,0.0030480437
bed,train,bed_0232.off,bed_0232_32_x0_z0.binvox,32,0,0,0.9999757,0.0,0.14803949,0.0047443565
bed,train,bed_0209.off,bed_0209_32_x0_z0.binvox,32,0,0,0.999998,0.0,0.1553955,0.0022726553
bed,train,bed_0165.off,bed_0165_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.18548828,0.0030341025
bed,train,bed_0093.off,bed_0093_32_x0_z0.binvox,32,0,0,0.9999976,0.0,0.12393446,0.003612006
bed,train,bed_0137.off,bed_0137_32_x0_z0.binvox,32,0,0,1.0,0.0,0.09701262,0.0019966748
bed,train,bed_0066.off,bed_0066_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.25441617,0.0040208185
bed,train,bed_0272.off,bed_0272_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.124633215,0.0031711487
bed,train,bed_0064.off,bed_0064_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.20713767,0.003546415
bed,train,bed_0046.off,bed_0046_32_x0_z0.binvox,32,0,0,1.0,0.0,0.115440406,0.000808237
bed,train,bed_0417.off,bed_0417_32_x0_z0.binvox,32,0,0,0.99999785,0.0,0.088804275,0.0019576908
bed,train,bed_0008.off,bed_0008_32_x0_z0.binvox,32,0,0,1.0,0.0,0.13723435,0.0031681259
bed,train,bed_0382.off,bed_0382_32_x0_z0.binvox,32,0,0,0.9999988,2.4878331e-36,0.3116226,0.0056828167
bed,train,bed_0230.off,bed_0230_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.09470295,0.003793234
bed,train,bed_0091.off,bed_0091_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.19814323,0.004473366
bed,train,bed_0262.off,bed_0262_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.15496813,0.0036316225
bed,train,bed_0367.off,bed_0367_32_x0_z0.binvox,32,0,0,0.9999989,0.0,0.03259211,0.0006940062
bed,train,bed_0328.off,bed_0328_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.10022887,0.0013414756
bed,train,bed_0078.off,bed_0078_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.34373719,0.0069062887
bed,train,bed_0020.off,bed_0020_32_x0_z0.binvox,32,0,0,0.9951025,0.0,0.057472482,0.0031001095
bed,train,bed_0477.off,bed_0477_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.046431486,0.0015198922
bed,train,bed_0055.off,bed_0055_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.051940482,0.0009971163
bed,train,bed_0330.off,bed_0330_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.2750999,0.00701243
bed,train,bed_0049.off,bed_0049_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.11922498,0.0032678319
bed,train,bed_0156.off,bed_0156_32_x0_z0.binvox,32,0,0,0.9657271,0.0,0.010735538,0.00063636986
bed,train,bed_0299.off,bed_0299_32_x0_z0.binvox,32,0,0,0.99998593,0.0,0.09649062,0.0036447751
bed,train,bed_0351.off,bed_0351_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.09647406,0.0022457002
bed,train,bed_0282.off,bed_0282_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.10096285,0.0024463122
bed,train,bed_0181.off,bed_0181_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.08969991,0.0025340125
bed,train,bed_0159.off,bed_0159_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.0714449,0.00053247635
bed,train,bed_0503.off,bed_0503_32_x0_z0.binvox,32,0,0,1.0,0.0,0.22604968,0.004607875
bed,train,bed_0103.off,bed_0103_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.14222434,0.0030712367
bed,train,bed_0320.off,bed_0320_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.23724332,0.002299042
bed,train,bed_0153.off,bed_0153_32_x0_z0.binvox,32,0,0,1.0,0.0,0.23462752,0.0035451232
bed,train,bed_0510.off,bed_0510_32_x0_z0.binvox,32,0,0,0.9999826,0.0,0.07585519,0.003045868
bed,train,bed_0418.off,bed_0418_32_x0_z0.binvox,32,0,0,1.0,0.0,0.12392452,0.0011447435
bed,train,bed_0130.off,bed_0130_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.08035914,0.002483053
bed,train,bed_0085.off,bed_0085_32_x0_z0.binvox,32,0,0,0.9857464,0.0,0.03348852,0.0026105319
bed,train,bed_0271.off,bed_0271_32_x0_z0.binvox,32,0,0,0.99999,0.0,0.090175934,0.0022943951
bed,train,bed_0460.off,bed_0460_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.095447846,0.0015933216
bed,train,bed_0114.off,bed_0114_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.1072983,0.001991834
bed,train,bed_0180.off,bed_0180_32_x0_z0.binvox,32,0,0,0.99999845,0.0,0.06640448,0.0016218682
bed,train,bed_0505.off,bed_0505_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.1925697,0.0046036514
bed,train,bed_0146.off,bed_0146_32_x0_z0.binvox,32,0,0,0.9999671,0.0,0.10517913,0.0046926667
bed,train,bed_0440.off,bed_0440_32_x0_z0.binvox,32,0,0,0.99998045,0.0,0.06398065,0.002500071
bed,train,bed_0216.off,bed_0216_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.14093907,0.0019127452
bed,train,bed_0412.off,bed_0412_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.09501203,0.000937862
bed,train,bed_0346.off,bed_0346_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.08721985,0.0034418784
bed,train,bed_0324.off,bed_0324_32_x0_z0.binvox,32,0,0,0.9999094,0.0,0.041091558,0.0013031091
bed,train,bed_0264.off,bed_0264_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.11485954,0.0021545854
bed,train,bed_0482.off,bed_0482_32_x0_z0.binvox,32,0,0,0.99993694,0.0,0.22756195,0.012749907
bed,train,bed_0172.off,bed_0172_32_x0_z0.binvox,32,0,0,0.99983084,0.0,0.061974313,0.0032257186
bed,train,bed_0158.off,bed_0158_32_x0_z0.binvox,32,0,0,0.99996793,0.0,0.08583674,0.0022775242
bed,train,bed_0193.off,bed_0193_32_x0_z0.binvox,32,0,0,0.9987852,0.0,0.062705435,0.0035853672
bed,train,bed_0047.off,bed_0047_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.08602143,0.0011106143
bed,train,bed_0488.off,bed_0488_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.1388177,0.0030581136
bed,train,bed_0254.off,bed_0254_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.09633161,0.0026613772
bed,train,bed_0102.off,bed_0102_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.057452384,0.000958306
bed,train,bed_0246.off,bed_0246_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.15026109,0.0037779226
bed,train,bed_0161.off,bed_0161_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.12414001,0.0049290177
bed,train,bed_0283.off,bed_0283_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.07969377,0.001104437
bed,train,bed_0334.off,bed_0334_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.22849141,0.0051390114
bed,train,bed_0179.off,bed_0179_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.15818179,0.0051809954
bed,train,bed_0176.off,bed_0176_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.12799606,0.002509135
bed,train,bed_0350.off,bed_0350_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.1758843,0.0043677464
bed,train,bed_0016.off,bed_0016_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.0984414,0.0013875472
bed,train,bed_0347.off,bed_0347_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.11479212,0.0021270325
bed,train,bed_0244.off,bed_0244_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.3543775,0.005965966
bed,train,bed_0468.off,bed_0468_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.11845248,0.004128895
bed,train,bed_0277.off,bed_0277_32_x0_z0.binvox,32,0,0,0.99995863,0.0,0.053792626,0.001701958
bed,train,bed_0027.off,bed_0027_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.10114055,0.0030474453
bed,train,bed_0077.off,bed_0077_32_x0_z0.binvox,32,0,0,0.99494153,0.0,0.10048518,0.0053544627
bed,train,bed_0182.off,bed_0182_32_x0_z0.binvox,32,0,0,0.9999567,0.0,0.09310617,0.0045161126
bed,train,bed_0380.off,bed_0380_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.09470741,0.0025474036
bed,train,bed_0011.off,bed_0011_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.14073211,0.00233024
bed,train,bed_0294.off,bed_0294_32_x0_z0.binvox,32,0,0,0.99999774,0.0,0.06462245,0.0016996504
bed,train,bed_0208.off,bed_0208_32_x0_z0.binvox,32,0,0,0.9998975,0.0,0.3673574,0.017697057
bed,train,bed_0119.off,bed_0119_32_x0_z0.binvox,32,0,0,0.9999497,0.0,0.047362547,0.0019241208
bed,train,bed_0508.off,bed_0508_32_x0_z0.binvox,32,0,0,0.9999945,0.0,0.0645309,0.001097646
bed,train,bed_0375.off,bed_0375_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.19829436,0.002553402
bed,train,bed_0407.off,bed_0407_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.093695104,0.00196169
bed,train,bed_0300.off,bed_0300_32_x0_z0.binvox,32,0,0,1.0,0.0,0.12112052,0.0016734924
bed,train,bed_0131.off,bed_0131_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.2706657,0.0060573663
bed,train,bed_0295.off,bed_0295_32_x0_z0.binvox,32,0,0,1.0,0.0,0.13946936,0.004059169
bed,train,bed_0242.off,bed_0242_32_x0_z0.binvox,32,0,0,0.9999894,0.0,0.06704293,0.0015231681
bed,train,bed_0142.off,bed_0142_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.23453766,0.0045985943
bed,train,bed_0079.off,bed_0079_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.24691744,0.0040594535
bed,train,bed_0381.off,bed_0381_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.16067709,0.0035239635
bed,train,bed_0123.off,bed_0123_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.11444749,0.0022199615
bed,train,bed_0481.off,bed_0481_32_x0_z0.binvox,32,0,0,1.0,0.0,0.3470067,0.0065121516
bed,train,bed_0422.off,bed_0422_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.37967956,0.006381632
bed,train,bed_0225.off,bed_0225_32_x0_z0.binvox,32,0,0,0.99997044,0.0,0.056026455,0.0022969074
bed,train,bed_0371.off,bed_0371_32_x0_z0.binvox,32,0,0,1.0,0.0,0.18226151,0.0036579436
bed,train,bed_0401.off,bed_0401_32_x0_z0.binvox,32,0,0,1.0,0.0,0.2909701,0.007301672
bed,train,bed_0270.off,bed_0270_32_x0_z0.binvox,32,0,0,1.0,0.0,0.18769436,0.004161645
bed,train,bed_0210.off,bed_0210_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.063388586,0.001685095
bed,train,bed_0392.off,bed_0392_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.14192486,0.002984487
bed,train,bed_0081.off,bed_0081_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.22319573,0.0054725204
bed,train,bed_0370.off,bed_0370_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.2521225,0.0033848612
bed,train,bed_0513.off,bed_0513_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.6082353,0.025439056
bed,train,bed_0416.off,bed_0416_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.192488,0.0046487227
bed,train,bed_0040.off,bed_0040_32_x0_z0.binvox,32,0,0,1.0,0.0,0.13589498,0.0023614643
bed,train,bed_0207.off,bed_0207_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.20576169,0.0037505697
bed,train,bed_0266.off,bed_0266_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.1151952,0.0025822155
bed,train,bed_0267.off,bed_0267_32_x0_z0.binvox,32,0,0,0.99999833,0.0,0.118614934,0.0046279933
bed,train,bed_0290.off,bed_0290_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.05905941,0.0020742328
bed,train,bed_0442.off,bed_0442_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.18037502,0.005229042
bed,train,bed_0288.off,bed_0288_32_x0_z0.binvox,32,0,0,0.9999511,0.0,0.13283846,0.0062034144
bed,train,bed_0226.off,bed_0226_32_x0_z0.binvox,32,0,0,0.99929047,0.0,0.070893906,0.0041424613
bed,train,bed_0059.off,bed_0059_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.18805702,0.0022022454
bed,train,bed_0356.off,bed_0356_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.17639162,0.0026180472
bed,train,bed_0228.off,bed_0228_32_x0_z0.binvox,32,0,0,0.99825376,0.0,0.03494264,0.0020041794
bed,train,bed_0278.off,bed_0278_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.17362106,0.0034184316
bed,train,bed_0383.off,bed_0383_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.2013781,0.006703593
bed,train,bed_0515.off,bed_0515_32_x0_z0.binvox,32,0,0,0.9999976,0.0,0.07551844,0.0017078634
bed,train,bed_0060.off,bed_0060_32_x0_z0.binvox,32,0,0,1.0,0.0,0.20197293,0.0031474659
bed,train,bed_0427.off,bed_0427_32_x0_z0.binvox,32,0,0,0.9999958,0.0,0.13518333,0.0037317956
bed,train,bed_0333.off,bed_0333_32_x0_z0.binvox,32,0,0,0.9999814,0.0,0.042888097,0.0012557029
bed,train,bed_0399.off,bed_0399_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.20096241,0.0055382773
bed,train,bed_0474.off,bed_0474_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.22414921,0.0020716568
bed,train,bed_0456.off,bed_0456_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.1651474,0.004403902
bed,train,bed_0018.off,bed_0018_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.22255197,0.0026993514
bed,train,bed_0127.off,bed_0127_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.109410934,0.0022651507
bed,train,bed_0398.off,bed_0398_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.14220266,0.0024180491
bed,train,bed_0305.off,bed_0305_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.25435978,0.0066423127
bed,train,bed_0175.off,bed_0175_32_x0_z0.binvox,32,0,0,0.9999956,0.0,0.14095607,0.0054063145
bed,train,bed_0152.off,bed_0152_32_x0_z0.binvox,32,0,0,1.0,0.0,0.15765646,0.0041735247
bed,train,bed_0297.off,bed_0297_32_x0_z0.binvox,32,0,0,0.999997,0.0,0.07738621,0.0023125391
bed,train,bed_0353.off,bed_0353_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.09700102,0.0022626754
bed,train,bed_0454.off,bed_0454_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.06919663,0.001039117
bed,train,bed_0088.off,bed_0088_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.119276464,0.0029291874
bed,train,bed_0325.off,bed_0325_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.2482529,0.0051476257
bed,train,bed_0429.off,bed_0429_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.13470547,0.0009487783
bed,train,bed_0024.off,bed_0024_32_x0_z0.binvox,32,0,0,0.99999046,0.0,0.10361239,0.0033577825
bed,train,bed_0304.off,bed_0304_32_x0_z0.binvox,32,0,0,1.0,0.0,0.1687117,0.001741162
bed,train,bed_0480.off,bed_0480_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.16594195,0.0044827806
bed,train,bed_0438.off,bed_0438_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.12142558,0.0017703352
bed,train,bed_0029.off,bed_0029_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.12946638,0.0029961192
bed,train,bed_0390.off,bed_0390_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.2732369,0.0030496477
bed,train,bed_0056.off,bed_0056_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.16537108,0.003930742
bed,train,bed_0315.off,bed_0315_32_x0_z0.binvox,32,0,0,1.0,0.0,0.20848487,0.0040721907
bed,train,bed_0469.off,bed_0469_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.26415822,0.0043583754
bed,train,bed_0072.off,bed_0072_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.20727396,0.005570519
bed,train,bed_0212.off,bed_0212_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.0839682,0.0021244169
bed,train,bed_0067.off,bed_0067_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.20002557,0.002384684
bed,train,bed_0471.off,bed_0471_32_x0_z0.binvox,32,0,0,1.0,0.0,0.10596626,0.0016146702
bed,train,bed_0122.off,bed_0122_32_x0_z0.binvox,32,0,0,0.9999882,0.0,0.080893226,0.0026980583
bed,train,bed_0436.off,bed_0436_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.07158477,0.0009938022
bed,train,bed_0357.off,bed_0357_32_x0_z0.binvox,32,0,0,1.0,0.0,0.13319798,0.0015714843
bed,train,bed_0053.off,bed_0053_32_x0_z0.binvox,32,0,0,0.9999925,0.0,0.10697174,0.0023057093
bed,train,bed_0274.off,bed_0274_32_x0_z0.binvox,32,0,0,1.0,0.0,0.12416173,0.001585287
bed,train,bed_0448.off,bed_0448_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.07961416,0.0011167058
bed,train,bed_0135.off,bed_0135_32_x0_z0.binvox,32,0,0,0.99999714,0.0,0.052846905,0.00085391535
bed,train,bed_0162.off,bed_0162_32_x0_z0.binvox,32,0,0,0.99999785,0.0,0.1330637,0.0017661396
bed,train,bed_0452.off,bed_0452_32_x0_z0.binvox,32,0,0,1.0,0.0,0.13941374,0.0029115193
bed,train,bed_0148.off,bed_0148_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.22802086,0.0060355114
bed,train,bed_0002.off,bed_0002_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.17378454,0.002804553
bed,train,bed_0136.off,bed_0136_32_x0_z0.binvox,32,0,0,0.99998677,0.0,0.073749915,0.0023125613
bed,train,bed_0352.off,bed_0352_32_x0_z0.binvox,32,0,0,0.99999845,0.0,0.15764996,0.001541636
bed,train,bed_0326.off,bed_0326_32_x0_z0.binvox,32,0,0,1.0,0.0,0.14119424,0.0033743489
bed,train,bed_0298.off,bed_0298_32_x0_z0.binvox,32,0,0,0.99990034,0.0,0.22541384,0.008783221
bed,train,bed_0143.off,bed_0143_32_x0_z0.binvox,32,0,0,0.999928,0.0,0.10376812,0.003778623
bed,train,bed_0048.off,bed_0048_32_x0_z0.binvox,32,0,0,0.99996436,0.0,0.10012971,0.0044554127
bed,train,bed_0220.off,bed_0220_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.23261969,0.0036919985
bed,train,bed_0455.off,bed_0455_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.09224172,0.0023650094
bed,train,bed_0115.off,bed_0115_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.13240007,0.0023811385
bed,train,bed_0458.off,bed_0458_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.08288439,0.00268153
bed,train,bed_0340.off,bed_0340_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.15371051,0.0028719697
bed,train,bed_0195.off,bed_0195_32_x0_z0.binvox,32,0,0,0.99999774,0.0,0.12514739,0.0013948407
bed,train,bed_0291.off,bed_0291_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.33562988,0.006854087
bed,train,bed_0138.off,bed_0138_32_x0_z0.binvox,32,0,0,1.0,0.0,0.18843706,0.0034509744
bed,train,bed_0121.off,bed_0121_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.10305601,0.002330671
bed,train,bed_0219.off,bed_0219_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.2205393,0.001526871
bed,train,bed_0022.off,bed_0022_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.09765187,0.0007641459
bed,train,bed_0453.off,bed_0453_32_x0_z0.binvox,32,0,0,1.0,0.0,0.18132077,0.0026936787
bed,train,bed_0341.off,bed_0341_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.07507689,0.0007933606
bed,train,bed_0243.off,bed_0243_32_x0_z0.binvox,32,0,0,1.0,0.0,0.23490155,0.0036464713
bed,train,bed_0464.off,bed_0464_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.10484296,0.002893819
bed,train,bed_0400.off,bed_0400_32_x0_z0.binvox,32,0,0,0.9998311,0.0,0.06238837,0.0018427823
bed,train,bed_0329.off,bed_0329_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.15489216,0.0053310758
bed,train,bed_0109.off,bed_0109_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.11972611,0.0028446259
bed,train,bed_0163.off,bed_0163_32_x0_z0.binvox,32,0,0,0.99998844,0.0,0.13924631,0.0041987384
bed,train,bed_0423.off,bed_0423_32_x0_z0.binvox,32,0,0,0.99977607,0.0,0.10414454,0.004410697
bed,train,bed_0251.off,bed_0251_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.36465847,0.0068892855
bed,train,bed_0032.off,bed_0032_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.17496829,0.0037255855
